date,trend
2019-12-01,63
2019-12-02,70
2019-12-03,68
2019-12-04,72
2019-12-05,68
2019-12-06,62
2019-12-07,59
2019-12-08,57
2019-12-09,61
2019-12-10,63
2019-12-11,65
2019-12-12,65
2019-12-13,62
2019-12-14,65
2019-12-15,60
2019-12-16,68
2019-12-17,84
2019-12-18,81
2019-12-19,76
2019-12-20,66
2019-12-21,60
2019-12-22,62
2019-12-23,72
2019-12-24,65
2019-12-25,62
2019-12-26,63
2019-12-27,62
2019-12-28,61
2019-12-29,63
2019-12-30,64
2019-12-31,58
2020-01-01,60
2020-01-02,68
2020-01-03,78
2020-01-04,68
2020-01-05,68
2020-01-06,79
2020-01-07,96
2020-01-08,100
2020-01-09,80
2020-01-10,80
2020-01-11,72
2020-01-12,66
2020-01-13,70
2020-01-14,99
2020-01-15,95
2020-01-16,82
2020-01-17,87
2020-01-18,76
2020-01-19,86
2020-01-20,81
2020-01-21,76
2020-01-22,70
2020-01-23,73
2020-01-24,68
2020-01-25,65
2020-01-26,63
2020-01-27,75
2020-01-28,86
2020-01-29,92
2020-01-30,91
2020-01-31,81
