date,trend
2020-01-01,54
2020-01-02,62
2020-01-03,71
2020-01-04,61
2020-01-05,62
2020-01-06,71
2020-01-07,87
2020-01-08,91
2020-01-09,73
2020-01-10,72
2020-01-11,65
2020-01-12,59
2020-01-13,64
2020-01-14,90
2020-01-15,86
2020-01-16,75
2020-01-17,79
2020-01-18,69
2020-01-19,78
2020-01-20,73
2020-01-21,69
2020-01-22,64
2020-01-23,67
2020-01-24,62
2020-01-25,59
2020-01-26,58
2020-01-27,68
2020-01-28,78
2020-01-29,83
2020-01-30,82
2020-01-31,74
2020-02-01,66
2020-02-02,66
2020-02-03,66
2020-02-04,75
2020-02-05,74
2020-02-06,84
2020-02-07,78
2020-02-08,74
2020-02-09,96
2020-02-10,83
2020-02-11,90
2020-02-12,100
2020-02-13,88
2020-02-14,76
2020-02-15,80
2020-02-16,77
2020-02-17,82
2020-02-18,80
2020-02-19,84
2020-02-20,82
2020-02-21,81
2020-02-22,64
2020-02-23,69
2020-02-24,77
2020-02-25,77
2020-02-26,85
2020-02-27,84
2020-02-28,85
2020-02-29,73
